Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Note,flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2020,1,Female (F),Non-Hispanic American Indian or Alaska Native,85 years and over,143,138,,21,,,,,,,,32,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Female (F),Non-Hispanic Asian,0-4 years,26,26,0,0,0,0,0,,0,0,,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
2020,1,Female (F),Non-Hispanic Asian,15-24 years,27,15,0,,0,0,,0,0,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,1,Female (F),Non-Hispanic Asian,25-34 years,37,28,,,,0,0,0,0,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,1,Female (F),Non-Hispanic Asian,35-44 years,53,36,0,17,,0,,0,,0,0,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,1,Female (F),Non-Hispanic Asian,45-54 years,131,121,,66,,0,,,,0,0,,11,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2020,1,Female (F),Non-Hispanic Asian,5-14 years,,,0,0,0,0,,0,0,0,0,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,,,
2020,1,Female (F),Non-Hispanic Asian,55-64 years,260,245,,115,11,0,,,,,,30,18,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,1,Female (F),Non-Hispanic Asian,65-74 years,562,548,,203,38,,12,,11,,0,97,38,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,1,Female (F),Non-Hispanic Asian,75-84 years,747,725,10,178,29,30,28,21,,22,,170,60,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2020,1,Female (F),Non-Hispanic Asian,85 years and over,1526,1487,11,154,43,159,65,44,24,33,16,362,164,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Female (F),Non-Hispanic Black,0-4 years,257,233,,,0,0,,0,,0,43,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,1,Female (F),Non-Hispanic Black,15-24 years,143,59,,,,0,,,,,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,1,Female (F),Non-Hispanic Black,25-34 years,322,202,,36,,0,,,,,19,40,10,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,1,Female (F),Non-Hispanic Black,35-44 years,574,455,,93,30,0,20,10,,,19,98,24,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,1,Female (F),Non-Hispanic Black,45-54 years,1171,1045,18,298,53,,40,16,17,24,22,236,65,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,1,Female (F),Non-Hispanic Black,5-14 years,32,23,0,,,0,,,,0,0,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2020,1,Female (F),Non-Hispanic Black,55-64 years,2480,2324,67,725,131,,62,107,36,69,32,544,114,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,1,Female (F),Non-Hispanic Black,65-74 years,3185,3102,71,874,178,44,70,142,54,114,23,744,212,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Female (F),Non-Hispanic Black,75-84 years,3252,3194,61,652,172,162,57,135,38,130,23,787,269,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Female (F),Non-Hispanic Black,85 years and over,3776,3718,52,404,108,377,75,135,38,109,53,1029,356,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Female (F),Non-Hispanic White,0-4 years,414,375,,,0,0,,,,0,36,12,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2020,1,Female (F),Non-Hispanic White,15-24 years,361,135,,26,,0,,,,,10,15,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,1,Female (F),Non-Hispanic White,25-34 years,931,436,,104,13,0,33,,,,42,46,10,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,1,Female (F),Non-Hispanic White,35-44 years,1634,1038,27,272,46,0,59,25,13,13,39,162,35,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Female (F),Non-Hispanic White,45-54 years,3448,2894,55,984,113,,89,126,43,30,73,455,103,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,1,Female (F),Non-Hispanic White,5-14 years,93,58,0,15,,0,,0,,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,1,Female (F),Non-Hispanic White,55-64 years,9353,8697,165,3158,309,59,244,731,141,119,103,1496,318,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Female (F),Non-Hispanic White,65-74 years,16830,16288,295,5173,550,356,408,1705,379,306,130,2985,731,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Female (F),Non-Hispanic White,75-84 years,24420,23741,363,5197,605,1523,606,2398,531,486,219,4869,1498,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Female (F),Non-Hispanic White,85 years and over,41426,40238,448,3864,621,4297,1108,2242,605,653,610,11413,3275,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,1,Female (F),Other,0-4 years,58,53,0,,0,0,,0,0,0,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,1,Female (F),Other,15-24 years,17,,0,0,0,0,0,0,0,0,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,1,Female (F),Other,25-34 years,39,16,0,,0,0,,,0,0,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,1,Female (F),Other,35-44 years,54,37,0,12,,0,,0,0,,0,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,
2020,1,Female (F),Other,45-54 years,80,64,,16,,0,,,0,0,,13,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Female (F),Other,5-14 years,,,0,,0,0,,0,0,0,0,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,
2020,1,Female (F),Other,55-64 years,160,147,,45,,0,,,,,,32,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Female (F),Other,65-74 years,192,186,,62,13,,,12,,,,34,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Female (F),Other,75-84 years,177,172,,34,,,,10,,,0,42,11,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,1,Female (F),Other,85 years and over,195,191,,16,12,11,,13,,,,47,16,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,1,Male (M),Hispanic,0-4 years,246,222,,,0,0,,,,0,34,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,1,Male (M),Hispanic,15-24 years,442,84,,18,,0,,,0,0,12,12,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
2020,1,Male (M),Hispanic,25-34 years,628,214,0,31,,0,16,,,,21,35,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,1,Male (M),Hispanic,35-44 years,752,410,11,67,21,0,22,,,,21,85,19,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,1,Male (M),Hispanic,45-54 years,1123,869,,184,58,0,32,,10,25,31,196,47,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,,
2020,1,Male (M),Hispanic,5-14 years,66,45,0,10,0,0,,0,,,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,1,Male (M),Hispanic,55-64 years,1885,1664,23,415,122,,58,29,28,53,31,414,73,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,1,Male (M),Hispanic,65-74 years,2103,2005,26,590,141,22,58,62,42,54,14,488,95,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Male (M),Hispanic,75-84 years,2092,2012,27,426,106,74,65,89,56,53,,559,137,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,Suppressed (counts 1-9),,,,
2020,1,Male (M),Hispanic,85 years and over,1877,1819,28,244,74,152,70,96,37,41,14,510,146,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Male (M),Non-Hispanic American Indian or Alaska Native,0-4 years,16,15,0,0,0,0,,0,0,0,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,1,Male (M),Non-Hispanic American Indian or Alaska Native,15-24 years,19,,0,,0,0,0,0,0,0,0,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,
2020,1,Male (M),Non-Hispanic American Indian or Alaska Native,25-34 years,62,31,,,,0,,0,0,0,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,1,Male (M),Non-Hispanic American Indian or Alaska Native,35-44 years,85,51,,,,0,,,,,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,1,Male (M),Non-Hispanic American Indian or Alaska Native,45-54 years,109,80,,10,,0,,0,0,,,19,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic American Indian or Alaska Native,5-14 years,,,0,0,0,0,,,0,0,0,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,
2020,1,Male (M),Non-Hispanic American Indian or Alaska Native,55-64 years,178,153,,38,15,0,,,,,,35,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic American Indian or Alaska Native,65-74 years,189,182,,45,21,,,16,,,,50,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic American Indian or Alaska Native,75-84 years,155,150,,30,11,,,,,,0,38,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic American Indian or Alaska Native,85 years and over,85,84,,15,,,,,,,0,19,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic Asian,0-4 years,32,30,,0,0,0,0,0,0,0,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,1,Male (M),Non-Hispanic Asian,15-24 years,43,14,,,0,0,,0,0,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic Asian,25-34 years,91,47,0,,0,0,,0,0,,,15,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic Asian,35-44 years,124,87,,23,,0,,,,,,22,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic Asian,45-54 years,211,182,,44,,0,,,0,,,59,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic Asian,5-14 years,,,0,0,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,,
2020,1,Male (M),Non-Hispanic Asian,55-64 years,431,405,,147,20,,12,,,,,94,27,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,1,Male (M),Non-Hispanic Asian,65-74 years,712,680,,229,36,,32,15,13,26,,161,46,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,
2020,1,Male (M),Non-Hispanic Asian,75-84 years,847,815,11,215,47,20,32,37,28,16,,178,70,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,Suppressed (counts 1-9),,,,
2020,1,Male (M),Non-Hispanic Asian,85 years and over,938,918,13,132,30,63,45,48,23,25,,249,65,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,Suppressed (counts 1-9),,,,
2020,1,Male (M),Non-Hispanic Black,0-4 years,291,260,,,0,0,11,0,,0,51,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2020,1,Male (M),Non-Hispanic Black,15-24 years,493,93,0,,,0,,,,0,,15,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2020,1,Male (M),Non-Hispanic Black,25-34 years,740,232,,16,19,0,,,0,,13,52,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic Black,35-44 years,979,568,11,68,44,0,26,,,10,19,196,19,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2020,1,Male (M),Non-Hispanic Black,45-54 years,1635,1271,24,208,96,,40,23,,45,32,423,69,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,
2020,1,Male (M),Non-Hispanic Black,5-14 years,56,34,0,,0,0,,,,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic Black,55-64 years,3537,3142,72,741,171,,79,111,39,95,62,961,173,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,1,Male (M),Non-Hispanic Black,65-74 years,4069,3879,70,1002,174,36,72,178,56,111,47,1156,244,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Male (M),Non-Hispanic Black,75-84 years,3028,2967,61,685,147,79,68,139,46,115,21,763,218,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Male (M),Non-Hispanic Black,85 years and over,1891,1843,37,311,72,114,48,75,24,57,18,518,126,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Male (M),Non-Hispanic White,0-4 years,454,400,,,0,0,14,0,,,53,10,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic White,15-24 years,839,194,,32,13,0,,,,,22,23,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic White,25-34 years,2041,579,,84,26,0,28,,,,52,99,17,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,1,Male (M),Non-Hispanic White,35-44 years,2831,1392,25,265,81,0,36,13,17,13,72,343,48,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Male (M),Non-Hispanic White,45-54 years,5654,4225,83,971,199,0,108,100,50,59,100,1177,147,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Male (M),Non-Hispanic White,5-14 years,127,56,0,12,,0,,,,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,1,Male (M),Non-Hispanic White,55-64 years,14391,12808,206,3807,524,35,276,708,195,158,149,3547,425,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Male (M),Non-Hispanic White,65-74 years,22581,21496,315,6471,908,244,467,1714,433,376,192,5502,825,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Male (M),Non-Hispanic White,75-84 years,26591,25543,409,6103,817,962,663,2132,621,536,223,6488,1346,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Male (M),Non-Hispanic White,85 years and over,26379,25447,305,3707,511,1629,761,1515,495,589,286,7964,1561,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,1,Male (M),Other,0-4 years,49,41,0,0,0,0,0,0,,0,,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2020,1,Male (M),Other,15-24 years,42,,0,,0,0,0,0,0,0,0,,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,
